id,log_uuid,application_no,source,live_b64(live image base 64),kyc_avlb(KYC image available),f_match(face match),f_score (img match score),f_remarks,completed,completed_on,created_on,live_img_aqc,date_of_application,request_id
371800,db014e16-6551-4410-88fe-ab310a7a79ab,1.31474E+12,Agency,289417381,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:11,41:08.7,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371801,0d49b446-ac5b-4b42-b12b-725d84c34a92,1.30879E+12,Agency,289426503,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:11,41:09.9,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371802,5f08e14c-1530-4c58-89ff-160d2dae5b9f,1.37765E+12,Agency,289644003,TRUE,TRUE,0.9922317,Match,Match,1/12/2022 20:11,41:17.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371803,e78d8b05-d938-4ebc-8219-7b6e018cfa52,1.35946E+12,HDFC Bank,279961936,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:11,41:18.8,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371804,238505da-781f-4e3e-a1d1-24789f92dc56,1.10007E+12,Agency,291279395,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:11,41:20.0,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371805,7be6ab0e-bd45-456f-8d04-c92f2fb73050,1.10007E+12,Agency,292090128,TRUE,TRUE,0.9900663,Match,Match,1/12/2022 20:11,41:27.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371806,8be095bc-2eff-4280-95bf-bcee7852b5d0,3.10007E+12,Direct,292331379,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:11,41:28.7,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371807,f563090f-fd65-44d4-9e02-73f7765e0813,1.10007E+12,Direct,289040710,TRUE,TRUE,0.99123114,Match,Match,1/12/2022 20:11,41:34.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371808,f2f3e581-5e54-4b78-b70d-0084f9a11d1d,1.10007E+12,HDFC Bank,291037124,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:11,41:35.5,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371809,bec46f6f-af66-4e4c-bf6a-14b28bfd8deb,1.10007E+12,Agency,291271315,TRUE,TRUE,0.99015826,Match,Match,1/12/2022 20:12,42:13.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371810,2cd48c25-0aa8-44c1-b364-ad3e022e2f4b,1.38914E+12,Direct,292311281,TRUE,TRUE,0.9906149,Match,Match,1/12/2022 20:12,42:20.1,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371811,6348ae60-952e-49a7-b7be-1927dcaccb19,3.10007E+12,Direct,290593725,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:12,42:21.3,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371812,3c4cc267-b065-4076-9b78-fb250f346d27,1.36265E+12,Agency,290775069,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:12,42:22.5,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371813,132a983b-3e13-4ef0-9707-3f1ad5343a20,1.35145E+12,Direct,291513412,TRUE,TRUE,0.99070495,Match,Match,1/12/2022 20:12,42:34.7,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371814,34591f40-5cdb-4a3d-bdc6-ac5a14d6b709,1.36311E+12,HDFC Bank,291541569,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:12,42:36.0,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371815,0be441b6-1079-4035-8119-2119ebd03ae1,1.31755E+12,Agency,291749504,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:12,42:37.2,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371816,91df8044-6ed6-4db2-a523-98d000ba779a,1.32881E+12,Agency,292868325,TRUE,TRUE,0.9904829,Match,Match,1/12/2022 20:12,42:45.8,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371817,b954ab8b-e719-4550-8f1d-d51f241a2e2f,1.36806E+12,Agency,290610110,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:12,42:47.0,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371818,a193d84d-f430-4ec9-8258-b02ad1ab9e92,1.348E+12,Agency,289649085,TRUE,TRUE,0.98961824,Match,Match,1/12/2022 20:13,42:58.1,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371819,5580908c-7687-4d30-aed8-176e9ea79f25,1.31783E+12,HDFC Bank,290826113,TRUE,TRUE,0.9848238,Match,Match,1/12/2022 20:14,44:33.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371820,9a3f6012-7224-4e5e-ae8f-d564b56c9499,1.32403E+12,Saraswat Bank,290313847,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:14,44:34.8,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371821,ef7cef87-3804-4ae9-a379-38c94523a523,1.10007E+12,HDFC Bank,292793390,TRUE,TRUE,0.9716646,Match,Match,1/12/2022 20:14,44:40.3,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371822,d072c926-25fe-43a4-a49a-1859a2e22a10,1.10007E+12,Agency,289829101,TRUE,TRUE,0.99064344,Match,Match,1/12/2022 20:14,44:47.8,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371823,c047420c-c5ec-4d2a-97d7-3b5ebfcf67d2,1.36312E+12,Direct,290060051,TRUE,TRUE,0.9901558,Match,Match,1/12/2022 20:15,45:19.8,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371824,05dd57e2-47ec-4044-b1ab-994506e50304,3.38847E+12,Direct,291806262,TRUE,TRUE,0.99079204,Match,Match,1/12/2022 20:15,45:37.9,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
374023,86bfcb19-992d-44c1-a6b1-057014977c1f,1.10007E+12,HDFC Sales,291911065,TRUE,TRUE,0.99071795,Match,Match,1/13/2022 15:30,00:50.7,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
371825,af608f22-1be7-4642-9cde-8e99d729e076,1.10007E+12,HDFC Bank,290694709,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:15,45:39.2,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371826,71731db3-46ff-4188-b80f-ac9b6bad10a6,1.39166E+12,Agency,290300964,TRUE,TRUE,0.9903397,Match,Match,1/12/2022 20:15,45:46.6,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371827,585b408b-5e99-4d8f-960f-030de07ea073,1.36713E+12,Saraswat Bank,289258618,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/12/2022 20:15,45:47.9,FALSE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371828,0055959e-b89c-4851-ac88-7b61a1b9787d,2.32191E+12,Agency,292381355,TRUE,TRUE,0.9864813,Match,Match,1/12/2022 20:16,45:55.9,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371829,e87332a1-ac00-459a-b399-caf2b88aa7dd,1.35697E+12,Direct,289355140,TRUE,TRUE,0.99099064,Match,Match,1/12/2022 20:16,46:23.1,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371830,bd26191a-3f7b-410b-958b-d4591232c806,1.39753E+12,Agency,290367878,TRUE,TRUE,0.9916876,Match,Match,1/12/2022 20:16,46:30.5,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
371831,c89d002a-c2c1-432e-a41c-5690ead109cd,1.33294E+12,Agency,289478640,TRUE,TRUE,0.9902784,Match,Match,1/12/2022 20:16,46:36.1,TRUE,1/12/2022,f33fdb4c-7134-475b-8209-99377efa5245
373983,66880b8c-80f2-42f1-8788-56b4c47d071e,1.37166E+12,Agency,291700200,TRUE,TRUE,0.9916467,Match,Match,1/13/2022 15:26,56:02.9,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373984,99f21d7a-3857-4186-8702-6cbc0b611a82,1.30554E+12,Agency,289573568,TRUE,TRUE,0.960845,Match,Match,1/13/2022 15:26,56:10.4,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373985,438f7ff8-5454-4341-be79-909736eb9227,1.38487E+12,Agency,290375618,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:26,56:11.7,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373986,7a9a3c6d-c7b0-4f79-a6f7-f9f9efc848f1,1.10007E+12,Agency,290222050,TRUE,TRUE,0.990222,Match,Match,1/13/2022 15:26,56:23.2,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373987,bd171260-decc-41c5-9cf0-188c14434053,1.32807E+12,Direct,292217107,TRUE,TRUE,0.988951,Match,Match,1/13/2022 15:26,56:29.0,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373988,08ae7b94-47b7-4b41-8974-a208e9e8b281,1.31358E+12,Direct,291738330,TRUE,TRUE,0.9913284,Match,Match,1/13/2022 15:26,56:36.8,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373989,24bf141e-842b-426a-8cc6-eff7979e6091,1.10007E+12,HDFC Bank,271098655,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:26,56:38.0,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373990,7c535aaf-076e-49bb-b18c-b1604fe05584,1.34303E+12,Direct,292751357,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:26,56:39.3,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373991,6d17fe85-d428-4499-a443-a9d83d58b10a,1.10007E+12,Agency,289149219,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:26,56:40.5,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373992,74281f27-218c-44ce-b109-0b805f23685c,1.10007E+12,HDFC Bank,291716805,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:26,56:41.7,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373993,61839794-848a-41f4-a9ad-8b3404958d77,1.37663E+12,Agency,289908555,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:26,56:42.9,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373994,093d7f91-70c5-4bda-ac39-c0eda8234787,1.34529E+12,Agency,292185230,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:26,56:44.1,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373995,7bb08951-86d5-439a-95f9-62b4694fb836,1.31562E+12,Agency,292389715,TRUE,TRUE,0.9900675,Match,Match,1/13/2022 15:26,56:50.3,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373996,1f6cea96-f69c-4034-ab6a-b8e9477a5489,1.31481E+12,Direct,290455512,TRUE,TRUE,0.9906246,Match,Match,1/13/2022 15:27,56:59.1,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373997,65777fd8-bd0d-4cab-b6c7-2070ac3da149,1.31548E+12,Agency,290565346,TRUE,TRUE,0.9911097,Match,Match,1/13/2022 15:27,57:08.4,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373998,7dc45699-8181-43f9-a8b6-6ee6043ece81,1.39308E+12,HDFC Sales,290297850,TRUE,TRUE,0.9901447,Match,Match,1/13/2022 15:27,57:14.0,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
373999,02e2abfa-d210-490f-9533-3b90fd8c9651,1.30537E+12,HDFC Sales,290997206,TRUE,TRUE,0.99113584,Match,Match,1/13/2022 15:27,57:22.3,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374000,a52d65af-cfef-4e6e-9ad1-87d200e231e4,1.39424E+12,Agency,290094620,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:27,57:23.5,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374001,93048093-b6b5-483a-982c-62a80b14fe2e,1.10007E+12,HDFC Bank,292485567,TRUE,FALSE,0.85779595,Not Match,Not Match,1/13/2022 15:27,57:37.7,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374002,b9256f5b-9b66-4e23-84c0-b1fbc9d73f26,1.10007E+12,HDFC Bank,289173824,TRUE,TRUE,0.9607982,Match,Match,1/13/2022 15:27,57:43.1,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374003,80db8b0b-a388-4126-a787-d50d0a94a921,1.10007E+12,HDFC Bank,290621240,TRUE,FALSE,0.9181261,Not Match,Not Match,1/13/2022 15:27,57:51.4,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374004,36f0b41e-ce1e-4f6f-9fde-b46276c51935,1.10007E+12,Direct,291117611,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:27,57:52.7,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374005,b3608f42-779c-452e-b63f-f17baae90c9b,1.30531E+12,Broca,292598527,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:28,57:54.0,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374006,9eeff6e5-2baf-49fd-8cfa-ed1cc57acb72,1.37261E+12,Direct,291496486,TRUE,TRUE,0.9449962,Match,Match,1/13/2022 15:28,57:59.8,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374007,5b38058c-faee-42ae-8ec8-3485c990190a,3.31306E+12,Direct,290817632,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:28,58:01.0,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374008,68f36d3b-6db0-45cc-9eb3-1c8f7aa0cf30,3.10007E+12,Direct,289503038,TRUE,TRUE,0.9810951,Match,Match,1/13/2022 15:28,58:09.7,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374009,5077fca8-f2d0-444e-8851-c2805e0f5ff2,1.10007E+12,HDFC Bank,289872457,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:28,58:11.0,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374010,7ecba32d-a7f4-4b50-b71d-b07547a046a1,1.10007E+12,HDFC Bank,290776260,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:28,58:12.2,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374011,f01aac87-12dd-422d-b538-ab42f187a168,3.33285E+12,Direct,290570554,TRUE,TRUE,0.9907052,Match,Match,1/13/2022 15:28,58:30.4,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374012,8df9abf0-a6d3-4e09-b542-7a011b3e178a,1.3177E+12,HDFC Bank,289356791,TRUE,FALSE,0.8887739,Not Match,Not Match,1/13/2022 15:28,58:42.6,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374013,6220a242-910c-47a2-b359-21ae4bfd43f9,1.10007E+12,HDFC Bank,292818022,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:28,58:43.9,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374014,f062d10a-e1fc-4335-a53b-56461975f509,1.38941E+12,Agency,291122064,TRUE,TRUE,0.9904711,Match,Match,1/13/2022 15:29,59:12.4,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374015,d84d59ac-65e8-40a8-94d2-fa92b5d71b58,1.32494E+12,Broca,291446314,TRUE,FALSE,0.43324655,Not Match,Not Match,1/13/2022 15:29,59:32.5,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374016,3966e3cf-e55d-4a7e-96ef-9c05e60e2202,3.34873E+12,Direct,290596286,TRUE,TRUE,0.9903784,Match,Match,1/13/2022 15:30,00:02.9,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374017,611411e8-c99f-4b05-baf7-dfe467add65b,1.10007E+12,HDFC Bank,274970061,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:30,00:04.2,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374018,e1bf66bc-2703-48f6-805d-d4ffbab88665,1.31176E+12,Agency,292439584,TRUE,TRUE,0.9910535,Match,Match,1/13/2022 15:30,00:23.3,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374019,e3e4d252-92e5-4488-a9f7-ee37b54ff06c,3.3375E+12,Direct,290443318,TRUE,TRUE,0.9518333,Match,Match,1/13/2022 15:30,00:29.6,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374020,ea91da08-8e7a-467b-ad1e-00be581d0128,1.34456E+12,Direct,290596974,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:30,00:30.8,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374021,defb8dc1-8e80-4f10-a2c8-a0066049a7c1,1.33226E+12,Direct,290045465,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:30,00:32.0,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374022,f43eb7cc-2075-4e12-b5cc-46dd870a32ff,1.34599E+12,HDFC Sales,289973320,TRUE,TRUE,0.99090904,Match,Match,1/13/2022 15:30,00:38.6,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374024,ad5b4b81-158d-407f-ad28-36ca0e98ac2c,1.10007E+12,HDFC Bank,290580248,TRUE,TRUE,0.9778462,Match,Match,1/13/2022 15:31,01:20.6,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374025,7e8e5144-7bf0-4332-ae12-d7b0a0dbee12,1.10007E+12,Broca,292054936,TRUE,FALSE,0.74763465,Not Match,Not Match,1/13/2022 15:31,01:37.4,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374026,2995936a-6dd5-4e74-9c4f-8c5786f69e71,1.31168E+12,Broca,292522564,TRUE,TRUE,0.9554544,Match,Match,1/13/2022 15:31,01:45.8,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374027,13c5c4be-b83e-4351-915e-b8e0c8fa3914,1.37522E+12,Direct,291976566,TRUE,TRUE,0.990803,Match,Match,1/13/2022 15:32,02:03.5,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374028,9bbfc9cd-ddac-472e-859d-ae0155976c10,1.35154E+12,Direct,290602100,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:04.7,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374029,8c94bc68-a682-49d4-baaa-318ac6586f07,1.34312E+12,Direct,290597541,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:06.0,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374030,387899de-f058-42cd-a2b3-f5e635b3efde,1.35941E+12,Direct,289005734,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:07.2,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374031,c0c33f00-9e29-4243-83a8-fb585b8ea5cb,1.36602E+12,Agency,292075337,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:08.4,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374032,4387a9b3-5847-4198-ad74-751057794676,1.36446E+12,Agency,292955125,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:09.6,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374033,c0e62d25-71d5-4dcc-a4b4-98c0e5122671,1.34453E+12,HDFC Sales,289534760,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:10.8,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374034,5ab425c4-1ff7-4c1d-a8ca-08f0a8012ef4,1.33496E+12,HDFC Sales,289861790,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:12.0,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374035,2c2c3b6a-7093-4d57-9f6d-8b7a7a30cb15,1.10007E+12,Direct,291273391,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:13.2,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374036,6f793431-b1e1-42cc-8c06-48604cd82b24,3.10007E+12,Direct,291264772,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:14.4,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374037,8456838d-9a88-4c59-9fdf-fea733187e45,1.33651E+12,Direct,290578999,TRUE,TRUE,0.99082875,Match,Match,1/13/2022 15:32,02:21.8,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374038,a12d98dc-240d-4709-93bf-0d65006e7b88,1.10007E+12,HDFC Bank,289852481,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:23.0,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374039,c575f129-2228-4e68-b897-70949e9d5fc1,1.37395E+12,Broca,291791973,TRUE,FALSE,0.021422632,Not Match,Not Match,1/13/2022 15:32,02:39.1,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374040,9eb0b6ee-027d-46d2-b4b4-0379ae98f7cd,1.30589E+12,Agency,290509949,TRUE,TRUE,0.989145,Match,Match,1/13/2022 15:32,02:46.5,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374041,1cc9add0-2250-4177-9757-8e3efc094e1c,1.10007E+12,HDFC Bank,272669270,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:32,02:47.8,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374042,5e9981f5-5b0b-4c38-8c03-1a3d8daf93cf,1.10007E+12,HDFC Bank,292809714,TRUE,FALSE,0.71769714,Not Match,Not Match,1/13/2022 15:33,03:30.6,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374043,ff66b611-b611-466c-8c17-938a354a4f25,1.10007E+12,HDFC Bank,292487608,TRUE,TRUE,0.9663096,Match,Match,1/13/2022 15:33,03:36.1,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374044,f02d2da7-329a-4462-af00-7726101198bd,1.10007E+12,HDFC Bank,292207116,TRUE,FALSE,0.9082994,Not Match,Not Match,1/13/2022 15:33,03:50.3,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374045,2bcc4354-ebdf-4de0-b0a5-878e1e3f3080,1.10007E+12,HDFC Bank,292428603,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:33,03:51.6,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374046,e88bd282-6ab2-4a75-9e0f-7715f950d35c,1.34263E+12,IDFC Bank,290020876,TRUE,TRUE,0.990337,Match,Match,1/13/2022 15:34,03:57.1,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374047,297504b7-5b0d-4adb-b652-29332cdef7b2,1.10007E+12,Direct,290131189,TRUE,TRUE,0.9912277,Match,Match,1/13/2022 15:34,04:04.6,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374048,2df79525-107e-47b9-81c3-387cad2e8e77,1.10007E+12,Direct,289715824,TRUE,TRUE,0.98141366,Match,Match,1/13/2022 15:34,04:10.4,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374049,3f2d71c1-195b-43b8-885e-b57c58ff5923,1.32734E+12,Broca,291480841,NULL,NULL,NULL,Not Eligible to Match (Quality Check Failure),Live image failed AQC,1/13/2022 15:34,04:11.7,FALSE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374050,9e8aed01-e9fb-462d-9c32-e2c920af73a7,1.10007E+12,HDFC Bank,283604458,TRUE,FALSE,0.8552102,Not Match,Not Match,1/13/2022 15:34,04:23.8,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374051,5abe96a7-687a-48db-b2c9-904b3e64d595,1.33119E+12,IDFC Bank,291361299,TRUE,TRUE,0.9913272,Match,Match,1/13/2022 15:34,04:37.6,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374052,b005d1be-f49f-4a6c-a246-9f53a4d28393,1.33308E+12,IDFC Bank,289999405,TRUE,TRUE,0.9905025,Match,Match,1/13/2022 15:34,04:45.1,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374053,f00442e5-5b94-4df1-9eda-b92b6df2ae04,1.30834E+12,Direct,290634336,TRUE,TRUE,0.97802347,Match,Match,1/13/2022 15:35,04:56.0,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374054,44eb9904-6cec-474e-bd67-db5fc19d301f,1.10007E+12,Agency,289781218,TRUE,TRUE,0.95923346,Match,Match,1/13/2022 15:35,05:05.5,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374055,ea29d062-bfc7-4bd9-94f7-8572e7ae6b42,1.10007E+12,Agency,291747532,TRUE,TRUE,0.9901779,Match,Match,1/13/2022 15:35,05:11.6,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
374056,a81df59b-828f-4164-98f9-d25eff37a1d7,1.10007E+12,HDFC Sales,291923407,TRUE,TRUE,0.9896869,Match,Match,1/13/2022 15:35,05:31.2,TRUE,1/13/2022,7b452a89-56c9-4b36-bf4e-438622162de6
